lemma	part_of_speech	word_form	frequency	range	dispersion	is_root_form
leftwing	adjective	leftwing	0.0	8.0	0.25	True
lefty	common_noun	lefties	0.0	12.0	0.71	False
lefty	common_noun	lefty	0.0	13.0	0.69	True
leg	unclassified	leg	0.0	4.0	0.48	True
leg	verb	leg	0.0	17.0	0.71	True
leg	verb	legged	0.0	5.0	0.53	False
leg	verb	legging	0.0	8.0	0.61	False
leg	verb	legs	0.0	4.0	0.51	False
legalisation	common_noun	legalisation	0.0	22.0	0.72	True
legalise	verb	legalise	0.0	17.0	0.73	True
legalise	verb	legalised	0.0	25.0	0.81	False
legalise	verb	legalising	0.0	8.0	0.64	False
legalised	adjective	legalised	0.0	13.0	0.71	True
legalism	common_noun	legalism	0.0	16.0	0.71	True
legalistically	adverb	legalistically	0.0	3.0	0.43	True
legality	common_noun	legalities	0.0	14.0	0.73	False
legalization	common_noun	legalization	0.0	16.0	0.57	True
legalize	verb	legalize	0.0	15.0	0.66	True
legalize	verb	legalizing	0.0	12.0	0.63	False
legalized	adjective	legalized	0.0	12.0	0.67	True
legate	common_noun	legates	0.0	10.0	0.51	False
legatee	common_noun	legatee	0.0	9.0	0.27	True
legatee	common_noun	legatees	0.0	10.0	0.63	False
legatine	adjective	legatine	0.0	4.0	0.36	True
legation	common_noun	legations	0.0	6.0	0.49	False
legato	adjective	legato	0.0	11.0	0.57	True
legato	adverb	legato	0.0	6.0	0.35	True
legco	common_noun	legco	0.0	5.0	0.52	True
legenda	foreign_word	legenda	0.0	3.0	0.39	True
legendre	common_noun	legendre	0.0	4.0	0.31	True
legent	common_noun	legent	0.0	3.0	0.37	True
legerdemain	common_noun	legerdemain	0.0	4.0	0.51	True
leghold	common_noun	leghold	0.0	4.0	0.48	True
leghorn	common_noun	leghorn	0.0	5.0	0.47	True
legibility	common_noun	legibility	0.0	19.0	0.75	True
legibly	adverb	legibly	0.0	13.0	0.72	True
legionary	adjective	legionary	0.0	6.0	0.41	True
legionary	common_noun	legionaries	0.0	12.0	0.7	False
legionary	common_noun	legionary	0.0	5.0	0.56	True
legionella	common_noun	legionella	0.0	3.0	0.32	True
legionnaire	common_noun	legionnaire	0.0	5.0	0.28	True
legislate	verb	legislates	0.0	5.0	0.53	False
legislate	verb	legislating	0.0	27.0	0.77	False
legislated	adjective	legislated	0.0	3.0	0.43	True
legislation	common_noun	legislations	0.0	8.0	0.64	False
legislatively	adverb	legislatively	0.0	4.0	0.45	True
legit	adjective	legit	0.0	3.0	0.41	True
legit	common_noun	legit	0.0	9.0	0.53	True
legit	verb	legit	0.0	5.0	0.56	True
legitimate	verb	legitimate	0.0	18.0	0.64	True
legitimate	verb	legitimated	0.0	24.0	0.7	False
legitimate	verb	legitimates	0.0	13.0	0.7	False
legitimate	verb	legitimating	0.0	18.0	0.55	False
legitimating	adjective	legitimating	0.0	8.0	0.58	True
legitimation	common_noun	legitimations	0.0	3.0	0.43	False
legitimisation	common_noun	legitimisation	0.0	7.0	0.63	True
legitimise	verb	legitimised	0.0	15.0	0.75	False
legitimise	verb	legitimises	0.0	8.0	0.64	False
legitimise	verb	legitimising	0.0	13.0	0.73	False
legitimised	adjective	legitimised	0.0	3.0	0.43	True
legitimising	adjective	legitimising	0.0	3.0	0.43	True
legitimization	common_noun	legitimization	0.0	9.0	0.63	True
legitimize	verb	legitimize	0.0	25.0	0.77	True
legitimize	verb	legitimized	0.0	19.0	0.76	False
legitimize	verb	legitimizes	0.0	6.0	0.54	False
legitimize	verb	legitimizing	0.0	14.0	0.74	False
legitimized	adjective	legitimized	0.0	3.0	0.43	True
legitimizing	adjective	legitimizing	0.0	7.0	0.61	True
legless	adjective	legless	0.0	34.0	0.84	True
legoland	common_noun	legoland	0.0	4.0	0.51	True
legroom	common_noun	legroom	0.0	7.0	0.34	True
legside	common_noun	legside	0.0	3.0	0.38	True
legspin	common_noun	legspin	0.0	4.0	0.42	True
legspinner	common_noun	legspinner	0.0	4.0	0.43	True
legume	common_noun	legume	0.0	5.0	0.54	True
legume	common_noun	legumes	0.0	16.0	0.69	False
legume	verb	legumes	0.0	7.0	0.62	False
leguminous	adjective	leguminous	0.0	10.0	0.61	True
legwarmer	common_noun	legwarmer	0.0	3.0	0.43	True
legwear	common_noun	legwear	0.0	3.0	0.39	True
legwork	common_noun	legwork	0.0	11.0	0.7	True
lehman	common_noun	lehman	0.0	8.0	0.56	True
lehmann	common_noun	lehmann	0.0	4.0	0.48	True
lehmann	verb	lehmann	0.0	3.0	0.43	True
lei	foreign_word	lei	0.0	7.0	0.62	True
lei	common_noun	lei	0.0	8.0	0.52	True
leica	common_noun	leica	0.0	5.0	0.47	True
leiden	common_noun	leiden	0.0	10.0	0.66	True
leila	common_noun	leila	0.0	3.0	0.22	True
leishmaniasis	common_noun	leishmaniasis	0.0	4.0	0.48	True
leisure	verb	leisure	0.0	8.0	0.66	True
leisured	adjective	leisured	0.0	24.0	0.8	True
leisurewear	common_noun	leisurewear	0.0	15.0	0.67	True
leitmotif	common_noun	leitmotif	0.0	17.0	0.68	True
leitmotif	common_noun	leitmotifs	0.0	3.0	0.1	False
leitmotiv	common_noun	leitmotiv	0.0	11.0	0.67	True
leitrim	common_noun	leitrim	0.0	4.0	0.48	True
leitrim	verb	leitrim	0.0	3.0	0.39	True
lek	common_noun	lek	0.0	12.0	0.62	True
lek	common_noun	leks	0.0	4.0	0.45	False
lek	verb	lek	0.0	3.0	0.3	True
lel	common_noun	lel	0.0	3.0	0.34	True
leleupi	common_noun	leleupi	0.0	3.0	0.39	True
lelong	common_noun	lelong	0.0	3.0	0.39	True
lemma	common_noun	lemma	0.0	5.0	0.49	True
lemma	common_noun	lemmas	0.0	4.0	0.45	False
lemmata	common_noun	lemmata	0.0	3.0	0.38	True
lemmatised	adjective	lemmatised	0.0	3.0	0.29	True
lemme	common_noun	lemme	0.0	5.0	0.56	True
lemming	common_noun	lemming	0.0	10.0	0.66	True
lemmy	common_noun	lemmy	0.0	4.0	0.48	True
lemno	common_noun	lemno	0.0	6.0	0.54	True
lemony	adjective	lemony	0.0	15.0	0.71	True
lempira	common_noun	lempira	0.0	5.0	0.54	True
lempira	common_noun	lempiras	0.0	3.0	0.34	False
lemur	common_noun	lemur	0.0	7.0	0.57	True
lemur	common_noun	lemurs	0.0	16.0	0.67	False
len	unclassified	len	0.0	4.0	0.51	True
lending	common_noun	lendings	0.0	4.0	0.51	False
lendl	common_noun	lendl	0.0	8.0	0.62	True
lendl	verb	lendl	0.0	7.0	0.58	True
lengthen	verb	lengthens	0.0	18.0	0.75	False
lengthened	adjective	lengthened	0.0	13.0	0.73	True
lengthening	adjective	lengthening	0.0	25.0	0.81	True
lengthening	common_noun	lengthening	0.0	11.0	0.67	True
lengthily	adverb	lengthily	0.0	6.0	0.58	True
lengthwise	adjective	lengthwise	0.0	5.0	0.56	True
lengthwise	adverb	lengthwise	0.0	19.0	0.78	True
lengthy	adjective	lengthier	0.0	17.0	0.75	False
leni	adjective	leni	0.0	3.0	0.43	True
lenience	common_noun	lenience	0.0	4.0	0.48	True
leniently	adverb	leniently	0.0	24.0	0.78	True
leninism	common_noun	leninism	0.0	8.0	0.6	True
leninist	adjective	leninist	0.0	23.0	0.76	True
leninist	common_noun	leninists	0.0	4.0	0.51	False
lenity	common_noun	lenity	0.0	3.0	0.43	True
lenny	adjective	lenny	0.0	4.0	0.51	True
lenny	common_noun	lenny	0.0	4.0	0.48	True
lensing	common_noun	lensing	0.0	3.0	0.41	True
lensman	common_noun	lensman	0.0	7.0	0.61	True
lensman	common_noun	lensmen	0.0	3.0	0.43	False
lent	adjective	lent	0.0	5.0	0.49	True
lenten	verb	lenten	0.0	6.0	0.58	True
lentil	common_noun	lentil	0.0	15.0	0.71	True
lentil	verb	lentil	0.0	5.0	0.45	True
lentil	verb	lentils	0.0	5.0	0.56	False
leo	common_noun	leo	0.0	3.0	0.41	True
leone	common_noun	leone	0.0	16.0	0.72	True
leoni	common_noun	leoni	0.0	3.0	0.34	True
leonida	common_noun	leonida	0.0	3.0	0.22	True
leonie	common_noun	leonie	0.0	4.0	0.22	True
leonine	adjective	leonine	0.0	19.0	0.77	True
leonora	common_noun	leonora	0.0	3.0	0.07	True
leonore	common_noun	leonore	0.0	3.0	0.12	True
leopardskin	common_noun	leopardskin	0.0	5.0	0.49	True
leopardstown	common_noun	leopardstown	0.0	3.0	0.43	True
leotard	common_noun	leotard	0.0	24.0	0.79	True
leotard	common_noun	leotards	0.0	15.0	0.56	False
lep	common_noun	lep	0.0	13.0	0.61	True
lepidoptera	common_noun	lepidoptera	0.0	4.0	0.48	True
lepidopteran	adjective	lepidopteran	0.0	3.0	0.43	True
lepidopterous	adjective	lepidopterous	0.0	3.0	0.39	True
leprechaun	common_noun	leprechaun	0.0	17.0	0.61	True
leprechaun	common_noun	leprechauns	0.0	11.0	0.66	False
leprechaun	verb	leprechaun	0.0	3.0	0.23	True
leprous	adjective	leprous	0.0	14.0	0.72	True
leptokurtic	adjective	leptokurtic	0.0	3.0	0.25	True
lepton	common_noun	leptons	0.0	5.0	0.54	False
leptospirosis	common_noun	leptospirosis	0.0	3.0	0.43	True
lerner	common_noun	lerner	0.0	3.0	0.43	True
lesbo	common_noun	lesbos	0.0	7.0	0.62	False
lesion	verb	lesioned	0.0	3.0	0.43	False
less	unclassified	less	0.0	3.0	0.43	True
less	verb	less	0.0	3.0	0.43	True
lesse	common_noun	lesse	0.0	3.0	0.43	True
lessee	common_noun	lessees	0.0	16.0	0.67	False
lessen	verb	lessens	0.0	28.0	0.81	False
lessened	adjective	lessened	0.0	4.0	0.48	True
lessening	adjective	lessening	0.0	6.0	0.6	True
lessor	common_noun	lessors	0.0	7.0	0.5	False
let	unclassified	let	0.0	10.0	0.6	True
letdown	common_noun	letdown	0.0	5.0	0.54	True
lethally	adverb	lethally	0.0	13.0	0.72	True
lethargically	adverb	lethargically	0.0	8.0	0.61	True
lett	verb	letts	0.0	3.0	0.39	False
lettable	adjective	lettable	0.0	4.0	0.42	True
letter	verb	letter	0.0	25.0	0.79	True
letterbox	common_noun	letterboxes	0.0	8.0	0.64	False
lettered	adjective	lettered	0.0	15.0	0.75	True
letterewe	adjective	letterewe	0.0	3.0	0.26	True
letterhead	common_noun	letterhead	0.0	29.0	0.82	True
letterhead	common_noun	letterheads	0.0	13.0	0.73	False
letterpress	common_noun	letterpress	0.0	11.0	0.62	True
lettre	foreign_word	lettre	0.0	3.0	0.39	True
lettre	common_noun	lettre	0.0	5.0	0.54	True
lettre	common_noun	lettres	0.0	3.0	0.43	False
lettuce	common_noun	lettuces	0.0	19.0	0.6	False
letzeburgish	common_noun	letzeburgish	0.0	3.0	0.43	True
leu	common_noun	leu	0.0	8.0	0.59	True
leucocephala	common_noun	leucocephala	0.0	3.0	0.43	True
leucocyte	common_noun	leucocyte	0.0	6.0	0.41	True
leucocyte	common_noun	leucocytes	0.0	8.0	0.32	False
leucocytosis	common_noun	leucocytosis	0.0	3.0	0.34	True
leukaemia	common_noun	leukaemias	0.0	11.0	0.63	False
leukaemic	adjective	leukaemic	0.0	4.0	0.48	True
leukemia	common_noun	leukemia	0.0	12.0	0.71	True
leukocyte	common_noun	leukocytes	0.0	4.0	0.34	False
leukotriene	common_noun	leukotrienes	0.0	5.0	0.24	False
leupeptin	common_noun	leupeptin	0.0	3.0	0.38	True
leur	foreign_word	leur	0.0	3.0	0.43	True
lev	common_noun	lev	0.0	5.0	0.51	True
lev	common_noun	levs	0.0	3.0	0.39	False
lev	unclassified	lev	0.0	3.0	0.41	True
leva	common_noun	leva	0.0	3.0	0.39	True
levante	common_noun	levante	0.0	5.0	0.44	True
levantine	adjective	levantine	0.0	8.0	0.64	True
levee	common_noun	levee	0.0	5.0	0.47	True
levee	common_noun	levees	0.0	5.0	0.43	False
level	verb	levels	0.0	13.0	0.72	False
levelled	adjective	levelled	0.0	16.0	0.75	True
levelling	adjective	levelling	0.0	11.0	0.71	True
levelling	common_noun	levelling	0.0	17.0	0.77	True
levelly	adjective	levelly	0.0	5.0	0.56	True
lever	verb	levering	0.0	14.0	0.69	False
lever	verb	levers	0.0	4.0	0.48	False
leverage	verb	leveraged	0.0	3.0	0.43	False
leverage	verb	leveraging	0.0	6.0	0.56	False
leviathan	common_noun	leviathan	0.0	21.0	0.78	True
leviathan	common_noun	leviathans	0.0	4.0	0.51	False
levin	common_noun	levin	0.0	5.0	0.48	True
levine	common_noun	levine	0.0	4.0	0.51	True
levine	verb	levine	0.0	3.0	0.43	True
levinson	common_noun	levinson	0.0	3.0	0.43	True
levitate	verb	levitate	0.0	12.0	0.73	True
levitate	verb	levitated	0.0	4.0	0.51	False
levitate	verb	levitating	0.0	7.0	0.63	False
levitation	common_noun	levitation	0.0	14.0	0.69	True
levite	common_noun	levite	0.0	5.0	0.54	True
levite	common_noun	levites	0.0	5.0	0.25	False
levitical	adjective	levitical	0.0	4.0	0.42	True
leviticus	common_noun	leviticus	0.0	8.0	0.6	True
levity	common_noun	levity	0.0	24.0	0.8	True
levy	verb	levying	0.0	33.0	0.82	False
levying	common_noun	levying	0.0	21.0	0.77	True
lew	common_noun	lew	0.0	5.0	0.53	True
lew	verb	lew	0.0	5.0	0.56	True
lewdly	adverb	lewdly	0.0	5.0	0.5	True
lewdness	common_noun	lewdness	0.0	6.0	0.58	True
lewis	common_noun	lewis	0.0	5.0	0.56	True
lewisian	adjective	lewisian	0.0	8.0	0.52	True
lex	common_noun	lex	0.0	10.0	0.54	True
lex	verb	lex	0.0	3.0	0.43	True
lexeme	common_noun	lexemes	0.0	3.0	0.17	False
lexically	adverb	lexically	0.0	12.0	0.59	True
lexicographic	adjective	lexicographic	0.0	4.0	0.18	True
lexicographical	adjective	lexicographical	0.0	6.0	0.46	True
lexicography	common_noun	lexicography	0.0	10.0	0.55	True
lexicon	common_noun	lexicons	0.0	9.0	0.52	False
lexington	common_noun	lexington	0.0	4.0	0.48	True
leyburn	verb	leyburn	0.0	3.0	0.38	True
leyden	common_noun	leyden	0.0	3.0	0.35	True
lfa	common_noun	lfas	0.0	3.0	0.12	False
lhotse	common_noun	lhotse	0.0	3.0	0.43	True
lia	common_noun	lias	0.0	3.0	0.35	False
liaise	verb	liaised	0.0	21.0	0.79	False
liaise	verb	liaises	0.0	18.0	0.78	False
liaising	common_noun	liaising	0.0	3.0	0.43	True
liana	common_noun	lianas	0.0	4.0	0.51	False
liane	common_noun	liane	0.0	5.0	0.29	True
liason	common_noun	liason	0.0	5.0	0.49	True
liassic	adjective	liassic	0.0	3.0	0.43	True
liath	common_noun	liath	0.0	4.0	0.43	True
liathach	common_noun	liathach	0.0	3.0	0.34	True
lib	common_noun	libs	0.0	5.0	0.51	False
libation	common_noun	libation	0.0	11.0	0.7	True
libation	common_noun	libations	0.0	9.0	0.62	False
libber	common_noun	libber	0.0	7.0	0.62	True
libber	common_noun	libbers	0.0	5.0	0.54	False
libel	common_noun	libels	0.0	8.0	0.53	False
libel	verb	libelled	0.0	17.0	0.73	False
libellous	adjective	libellous	0.0	20.0	0.72	True
liber	common_noun	liber	0.0	11.0	0.69	True
liberalise	verb	liberalise	0.0	16.0	0.71	True
liberalise	verb	liberalised	0.0	13.0	0.62	False
liberalise	verb	liberalising	0.0	10.0	0.69	False
liberalised	adjective	liberalised	0.0	6.0	0.6	True
liberalising	adjective	liberalising	0.0	16.0	0.73	True
liberality	common_noun	liberality	0.0	19.0	0.75	True
liberalize	verb	liberalize	0.0	13.0	0.58	True
liberalize	verb	liberalized	0.0	12.0	0.67	False
liberalize	verb	liberalizing	0.0	10.0	0.61	False
liberalized	adjective	liberalized	0.0	3.0	0.43	True
liberalizing	adjective	liberalizing	0.0	6.0	0.58	True
liberate	verb	liberates	0.0	19.0	0.76	False
liberate	verb	liberating	0.0	25.0	0.81	False
liberationist	common_noun	liberationists	0.0	9.0	0.37	False
liberator	common_noun	liberators	0.0	12.0	0.71	False
liberian	common_noun	liberians	0.0	3.0	0.32	False
liberman	common_noun	liberman	0.0	4.0	0.51	True
libero	common_noun	libero	0.0	5.0	0.52	True
libertarian	common_noun	libertarian	0.0	16.0	0.73	True
libertarian	common_noun	libertarians	0.0	21.0	0.78	False
libertarianism	common_noun	libertarianism	0.0	10.0	0.66	True
libertas	foreign_word	libertas	0.0	5.0	0.36	True
libertine	adjective	libertine	0.0	7.0	0.63	True
libertine	common_noun	libertine	0.0	11.0	0.65	True
libertine	common_noun	libertines	0.0	3.0	0.43	False
libertinism	common_noun	libertinism	0.0	5.0	0.56	True
liberty	common_noun	libertys	0.0	3.0	0.38	False
libf	common_noun	libf	0.0	5.0	0.46	True
libid	common_noun	libid	0.0	3.0	0.39	True
libidinal	adjective	libidinal	0.0	8.0	0.59	True
libidinous	adjective	libidinous	0.0	13.0	0.71	True
libitum	common_noun	libitum	0.0	5.0	0.4	True
libran	common_noun	libran	0.0	8.0	0.53	True
libre	common_noun	libre	0.0	8.0	0.64	True
libre	common_noun	libres	0.0	3.0	0.43	False
librettist	common_noun	librettist	0.0	12.0	0.63	True
librettist	common_noun	librettists	0.0	4.0	0.43	False
libretto	common_noun	libretti	0.0	6.0	0.52	False
libretto	common_noun	librettos	0.0	7.0	0.41	False
librium	common_noun	librium	0.0	4.0	0.48	True
libro	foreign_word	libro	0.0	3.0	0.43	True
libro	common_noun	libro	0.0	3.0	0.26	True
libyan	common_noun	libyan	0.0	3.0	0.34	True
licence	verb	licenced	0.0	11.0	0.7	False
licence	verb	licencing	0.0	4.0	0.45	False
licenced	adjective	licenced	0.0	8.0	0.49	True
licencee	common_noun	licencee	0.0	7.0	0.62	True
licencee	common_noun	licencees	0.0	7.0	0.29	False
licencing	adjective	licencing	0.0	10.0	0.7	True
license	verb	licenses	0.0	19.0	0.7	False
licenser	common_noun	licenser	0.0	3.0	0.21	True
licensing	adjective	licensing	0.0	12.0	0.36	True
licensor	common_noun	licensor	0.0	4.0	0.48	True
licensor	common_noun	licensors	0.0	5.0	0.54	False
licentiate	common_noun	licentiate	0.0	9.0	0.6	True
licentiate	common_noun	licentiates	0.0	4.0	0.49	False
licentiateship	common_noun	licentiateship	0.0	3.0	0.34	True
licentious	adjective	licentious	0.0	18.0	0.77	True
licentiousness	common_noun	licentiousness	0.0	14.0	0.73	True
lichened	adjective	lichened	0.0	4.0	0.51	True
licit	common_noun	licit	0.0	4.0	0.51	True
licit	verb	licit	0.0	5.0	0.56	True
lick	common_noun	licks	0.0	10.0	0.46	False
licking	common_noun	licking	0.0	10.0	0.66	True
licorice	verb	licorice	0.0	4.0	0.51	True
lid	verb	lid	0.0	10.0	0.68	True
lidded	adjective	lidded	0.0	15.0	0.67	True
liddle	common_noun	liddle	0.0	3.0	0.39	True
lidless	adjective	lidless	0.0	7.0	0.62	True
lido	common_noun	lido	0.0	19.0	0.64	True
liebchen	foreign_word	liebchen	0.0	3.0	0.39	True
liebe	foreign_word	liebe	0.0	7.0	0.62	True
lieber	foreign_word	lieber	0.0	3.0	0.43	True
lied	foreign_word	lied	0.0	4.0	0.4	True
lieder	foreign_word	lieder	0.0	10.0	0.54	True
lief	common_noun	lief	0.0	5.0	0.56	True
liege	common_noun	liege	0.0	17.0	0.53	True
liege	common_noun	lieges	0.0	3.0	0.34	False
lien	adjective	lien	0.0	5.0	0.5	True
lien	common_noun	liens	0.0	7.0	0.59	False
lieth	number	lieth	0.0	6.0	0.58	True
Lieut	common_noun	lieut	0.0	7.0	0.61	True
lieutenancy	common_noun	lieutenancies	0.0	3.0	0.43	False
lieutenancy	common_noun	lieutenancy	0.0	8.0	0.6	True
lifebelt	common_noun	lifebelt	0.0	11.0	0.68	True
lifebelt	common_noun	lifebelts	0.0	6.0	0.51	False
lifeboatman	common_noun	lifeboatman	0.0	5.0	0.54	True
lifeboatman	common_noun	lifeboatmen	0.0	3.0	0.29	False
lifebuoy	common_noun	lifebuoy	0.0	3.0	0.43	True
lifecycle	common_noun	lifecycle	0.0	8.0	0.6	True
lifecycle	common_noun	lifecycles	0.0	3.0	0.17	False
lifeforce	common_noun	lifeforce	0.0	3.0	0.43	True
lifeform	common_noun	lifeform	0.0	4.0	0.34	True
lifeform	common_noun	lifeforms	0.0	3.0	0.21	False
lifeguard	common_noun	lifeguards	0.0	11.0	0.51	False
lifejacket	common_noun	lifejacket	0.0	5.0	0.49	True
lifejacket	common_noun	lifejackets	0.0	6.0	0.55	False
lifelessly	adverb	lifelessly	0.0	8.0	0.64	True
lifelessness	common_noun	lifelessness	0.0	11.0	0.7	True
lifeline	common_noun	lifelines	0.0	20.0	0.77	False
lifer	common_noun	lifer	0.0	7.0	0.58	True
lifer	common_noun	lifers	0.0	10.0	0.62	False
liferaft	common_noun	liferaft	0.0	5.0	0.56	True
lifesave	verb	lifesave	0.0	6.0	0.58	True
lifesaver	common_noun	lifesaver	0.0	12.0	0.69	True
lifesaving	adjective	lifesaving	0.0	7.0	0.62	True
lifesize	adjective	lifesize	0.0	14.0	0.73	True
lifesize	verb	lifesize	0.0	3.0	0.43	True
lifespan	common_noun	lifespans	0.0	13.0	0.64	False
lifford	common_noun	lifford	0.0	3.0	0.43	True
lifo	common_noun	lifo	0.0	8.0	0.56	True
lifter	common_noun	lifter	0.0	21.0	0.59	True
lifter	common_noun	lifters	0.0	13.0	0.73	False
lig	common_noun	lig	0.0	3.0	0.39	True
lig	verb	lig	0.0	3.0	0.43	True
ligand	verb	ligand	0.0	6.0	0.58	True
ligand	verb	ligands	0.0	4.0	0.38	False
ligate	verb	ligated	0.0	5.0	0.5	False
ligation	common_noun	ligation	0.0	9.0	0.52	True
ligature	common_noun	ligature	0.0	10.0	0.66	True
ligature	common_noun	ligatures	0.0	5.0	0.45	False
ligger	common_noun	liggers	0.0	5.0	0.53	False
ligging	common_noun	ligging	0.0	3.0	0.43	True
light	adverb	light	0.0	4.0	0.51	True
lightbox	common_noun	lightbox	0.0	3.0	0.39	True
lightbox	common_noun	lightboxes	0.0	3.0	0.43	False
lightbulb	common_noun	lightbulb	0.0	19.0	0.76	True
lightbulb	common_noun	lightbulbs	0.0	10.0	0.68	False
lighten	verb	lightening	0.0	26.0	0.79	False
lighten	verb	lightens	0.0	14.0	0.74	False
lightened	adjective	lightened	0.0	4.0	0.51	True
lightener	common_noun	lightener	0.0	3.0	0.43	True
lightening	common_noun	lightening	0.0	26.0	0.8	True
lighterman	common_noun	lighterman	0.0	5.0	0.54	True
lighterman	common_noun	lightermen	0.0	5.0	0.41	False
lightfast	adjective	lightfast	0.0	3.0	0.41	True
lightfastness	common_noun	lightfastness	0.0	3.0	0.39	True
lighthead	verb	lighthead	0.0	3.0	0.41	True
lightheaded	adjective	lightheaded	0.0	7.0	0.62	True
lightheart	verb	lightheart	0.0	3.0	0.43	True
lightheart	verb	lighthearted	0.0	14.0	0.74	False
lighthearted	adjective	lighthearted	0.0	30.0	0.82	True
lightheartedly	adverb	lightheartedly	0.0	14.0	0.75	True
lightheartedness	common_noun	lightheartedness	0.0	7.0	0.62	True
lightish	adjective	lightish	0.0	3.0	0.43	True
lightless	adjective	lightless	0.0	16.0	0.74	True
lightning	common_noun	lightnings	0.0	10.0	0.66	False
lightpen	common_noun	lightpen	0.0	3.0	0.34	True
lightshow	common_noun	lightshow	0.0	4.0	0.51	True
lightsome	adjective	lightsome	0.0	3.0	0.43	True
lightswitch	common_noun	lightswitch	0.0	3.0	0.43	True
lightwate	adjective	lightwate	0.0	5.0	0.52	True
lightweight	common_noun	lightweights	0.0	7.0	0.62	False
lignin	common_noun	lignin	0.0	4.0	0.49	True
lignite	common_noun	lignites	0.0	3.0	0.23	False
lignocaine	common_noun	lignocaine	0.0	8.0	0.6	True
lignocaine	verb	lignocaine	0.0	4.0	0.43	True
lignum	common_noun	lignum	0.0	4.0	0.51	True
ligurian	adjective	ligurian	0.0	5.0	0.52	True
lii	number	lii	0.0	3.0	0.38	True
lik	common_noun	lik	0.0	5.0	0.41	True
likable	adjective	likable	0.0	4.0	0.48	True
like	unclassified	like	0.0	4.0	0.43	True
likeability	common_noun	likeability	0.0	3.0	0.43	True
likeably	adverb	likeably	0.0	3.0	0.39	True
liked	adjective	liked	0.0	4.0	0.48	True
likelihood	common_noun	likelihoods	0.0	4.0	0.48	False
likely	adjective	likelier	0.0	11.0	0.65	False
likely	adjective	likeliest	0.0	28.0	0.78	False
liken	verb	likening	0.0	13.0	0.73	False
liken	verb	likens	0.0	20.0	0.67	False
likeness	common_noun	likenesses	0.0	18.0	0.76	False
liking	common_noun	likings	0.0	3.0	0.43	False
likley	adjective	likley	0.0	3.0	0.43	True
liklihood	common_noun	liklihood	0.0	5.0	0.56	True
lilac	common_noun	lilacs	0.0	18.0	0.77	False
liley	common_noun	liley	0.0	3.0	0.41	True
lilith	common_noun	lilith	0.0	3.0	0.38	True
lilium	foreign_word	lilium	0.0	4.0	0.48	True
lillee	common_noun	lillee	0.0	3.0	0.39	True
lilliputian	adjective	lilliputian	0.0	8.0	0.58	True
lilliputian	common_noun	lilliputian	0.0	3.0	0.43	True
lilliputian	common_noun	lilliputians	0.0	8.0	0.34	False
lillywhite	adjective	lillywhite	0.0	3.0	0.34	True
lillywhite	common_noun	lillywhite	0.0	6.0	0.31	True
lillywhite	common_noun	lillywhites	0.0	3.0	0.3	False
lilo	common_noun	lilo	0.0	7.0	0.58	True
lilt	common_noun	lilt	0.0	29.0	0.8	True
lilt	verb	lilt	0.0	3.0	0.43	True
lilt	verb	lilted	0.0	6.0	0.58	False
lilt	verb	lilting	0.0	15.0	0.74	False
lilting	adjective	lilting	0.0	17.0	0.75	True
lilting	common_noun	lilting	0.0	4.0	0.51	True
lim	common_noun	lim	0.0	4.0	0.45	True
lim	verb	lim	0.0	4.0	0.48	True
limber	adjective	limber	0.0	4.0	0.48	True
limber	common_noun	limber	0.0	4.0	0.38	True
limber	verb	limber	0.0	10.0	0.7	True
limber	verb	limbered	0.0	3.0	0.43	False
limber	verb	limbering	0.0	18.0	0.77	False
limbic	adjective	limbic	0.0	11.0	0.55	True
limbless	adjective	limbless	0.0	9.0	0.66	True
lime	verb	limed	0.0	8.0	0.64	False
lime	verb	liming	0.0	12.0	0.66	False
limed	adjective	limed	0.0	13.0	0.7	True
limekiln	common_noun	limekilns	0.0	3.0	0.41	False
limerick	common_noun	limerick	0.0	13.0	0.68	True
limerick	common_noun	limericks	0.0	16.0	0.74	False
limescale	common_noun	limescale	0.0	5.0	0.5	True
limewood	common_noun	limewood	0.0	8.0	0.5	True
limey	adjective	limey	0.0	3.0	0.34	True
limey	common_noun	limey	0.0	11.0	0.63	True
liminal	adjective	liminal	0.0	7.0	0.34	True
liminality	common_noun	liminality	0.0	5.0	0.3	True
liming	common_noun	liming	0.0	5.0	0.56	True
limiter	common_noun	limiter	0.0	6.0	0.54	True
limiter	common_noun	limiters	0.0	8.0	0.64	False
limiting	common_noun	limiting	0.0	6.0	0.58	True
limn	verb	limned	0.0	8.0	0.64	False
limo	common_noun	limos	0.0	10.0	0.68	False
limoge	common_noun	limoge	0.0	5.0	0.29	True
limonite	common_noun	limonite	0.0	4.0	0.51	True
limosa	common_noun	limosa	0.0	3.0	0.39	True
limp	verb	limps	0.0	8.0	0.64	False
limpet	common_noun	limpet	0.0	25.0	0.79	True
limpet	common_noun	limpets	0.0	16.0	0.67	False
limpidity	common_noun	limpidity	0.0	5.0	0.54	True
limping	adjective	limping	0.0	28.0	0.83	True
limply	adjective	limply	0.0	5.0	0.47	True
limpness	common_noun	limpness	0.0	7.0	0.63	True
limpopo	common_noun	limpopo	0.0	4.0	0.34	True
limy	adjective	limy	0.0	4.0	0.51	True
lin	common_noun	lin	0.0	3.0	0.39	True
lin	unclassified	lin	0.0	5.0	0.53	True
lina	common_noun	lina	0.0	4.0	0.35	True
